,status,id,code_gender,flag_own_car,flag_own_realty,cnt_children,amt_income_total,name_income_type,name_education_type,name_family_status,name_housing_type,days_birth,days_employed,flag_mobil,flag_work_phone,flag_phone,flag_email,occupation_type,cnt_fam_members
13132,0,5137013,m,n,n,0,225000.0,working,secondary_/_secondary_special,civil_marriage,house_/_apartment,-21729,-4249,1,1,1,1,laborers,2.0
7494,0,5078905,f,n,y,1,180000.0,working,higher_education,civil_marriage,house_/_apartment,-13767,-1882,1,0,0,0,sales_staff,3.0
11608,0,5116892,m,y,n,1,180000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-11751,-583,1,0,0,0,,3.0
11791,0,5117445,m,y,n,0,180000.0,working,secondary_/_secondary_special,married,house_/_apartment,-20037,-2349,1,1,1,0,drivers,2.0
1558,1,5023781,m,n,y,0,157500.0,commercial_associate,higher_education,civil_marriage,house_/_apartment,-17800,-1086,1,0,0,0,accountants,2.0
9084,0,5095334,m,n,y,0,135000.0,working,higher_education,married,house_/_apartment,-20222,-218,1,0,0,0,laborers,2.0
3506,0,5041798,f,n,n,0,211500.0,working,secondary_/_secondary_special,married,house_/_apartment,-15964,-276,1,0,0,0,cleaning_staff,2.0
2212,0,5028607,m,n,n,2,283500.0,working,secondary_/_secondary_special,married,house_/_apartment,-14557,-2517,1,0,0,0,high_skill_tech_staff,4.0
13564,0,5142229,f,n,y,0,202500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-18752,365243,1,0,1,0,,2.0
8149,0,5089989,f,n,y,0,180000.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-23770,365243,1,0,0,0,,2.0
10293,0,5106056,f,y,n,2,81000.0,working,higher_education,married,house_/_apartment,-12358,-3017,1,1,0,0,sales_staff,4.0
3835,0,5045830,f,n,y,0,67500.0,working,secondary_/_secondary_special,married,house_/_apartment,-13668,-808,1,0,0,0,laborers,2.0
4627,0,5051256,m,y,n,0,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-18109,-3484,1,0,0,0,drivers,2.0
14335,0,5148495,f,y,y,0,180000.0,working,higher_education,married,house_/_apartment,-16518,-410,1,0,0,0,,2.0
1292,0,5022918,f,n,y,0,225000.0,working,higher_education,single_/_not_married,house_/_apartment,-12195,-2592,1,0,1,0,managers,1.0
10326,0,5106139,m,y,y,0,126000.0,working,secondary_/_secondary_special,separated,house_/_apartment,-18512,-211,1,1,1,0,drivers,1.0
9141,0,5095570,f,n,n,0,180000.0,working,secondary_/_secondary_special,civil_marriage,house_/_apartment,-18355,-1954,1,1,0,0,laborers,2.0
11156,0,5115628,m,y,y,1,180000.0,commercial_associate,higher_education,married,house_/_apartment,-9961,-1775,1,0,0,0,,3.0
13082,0,5136014,m,n,n,1,112500.0,working,secondary_/_secondary_special,civil_marriage,house_/_apartment,-13080,-1327,1,0,0,0,high_skill_tech_staff,3.0
9740,0,5100124,f,n,n,0,54000.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-22127,365243,1,0,0,0,,1.0
8211,0,5090167,f,n,y,1,225000.0,working,higher_education,single_/_not_married,house_/_apartment,-10934,-464,1,0,0,0,sales_staff,2.0
10088,0,5105432,m,n,y,2,112500.0,working,secondary_/_secondary_special,civil_marriage,house_/_apartment,-14358,-2317,1,0,0,0,,4.0
5452,0,5058324,f,n,y,0,49500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-21768,365243,1,0,1,0,,2.0
13356,0,5139350,f,y,n,0,103500.0,working,secondary_/_secondary_special,married,house_/_apartment,-20292,-980,1,0,0,0,laborers,2.0
6445,1,5066435,m,y,y,0,157500.0,working,secondary_/_secondary_special,married,house_/_apartment,-17344,-553,1,0,0,1,drivers,2.0
5708,0,5061438,f,n,y,1,112500.0,working,higher_education,married,house_/_apartment,-21271,-14473,1,0,0,1,high_skill_tech_staff,3.0
10539,0,5112994,f,n,y,0,162000.0,working,higher_education,single_/_not_married,house_/_apartment,-14171,-3173,1,1,1,0,managers,1.0
2614,0,5029732,m,y,y,0,83250.0,working,secondary_/_secondary_special,married,house_/_apartment,-18700,-7536,1,0,0,0,,2.0
2531,0,5029489,f,y,n,0,247500.0,working,secondary_/_secondary_special,married,house_/_apartment,-20952,-3852,1,0,0,1,managers,2.0
4826,0,5053211,f,n,y,0,112500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-24060,365243,1,0,0,0,,2.0
9652,0,5099860,f,n,y,0,81000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-17926,-399,1,0,0,0,cooking_staff,2.0
3479,0,5041697,f,y,n,0,342000.0,state_servant,higher_education,single_/_not_married,house_/_apartment,-12214,-3807,1,0,0,0,core_staff,1.0
12819,0,5126826,f,n,n,1,157500.0,working,secondary_/_secondary_special,civil_marriage,with_parents,-11680,-3695,1,0,0,0,sales_staff,3.0
6458,0,5066483,f,n,y,0,180000.0,commercial_associate,higher_education,married,with_parents,-9624,-2775,1,0,0,0,laborers,2.0
8862,0,5092308,m,n,y,0,270000.0,working,secondary_/_secondary_special,married,house_/_apartment,-18625,-3153,1,0,1,0,laborers,2.0
3467,0,5041639,f,n,y,0,225000.0,working,secondary_/_secondary_special,civil_marriage,house_/_apartment,-16608,-5573,1,0,1,0,,2.0
6850,0,5067684,f,n,y,0,110250.0,state_servant,secondary_/_secondary_special,married,house_/_apartment,-17782,-2403,1,0,0,1,,2.0
2202,0,5028578,f,n,y,0,112500.0,pensioner,higher_education,married,house_/_apartment,-22062,365243,1,0,0,0,,2.0
12350,0,5125447,f,n,y,0,337500.0,commercial_associate,higher_education,single_/_not_married,house_/_apartment,-16590,-438,1,0,1,1,managers,1.0
6366,0,5065621,m,n,y,0,247500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-15302,-596,1,1,1,0,laborers,2.0
12827,0,5126849,m,y,y,1,270000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-12415,-3667,1,0,1,0,core_staff,3.0
4179,0,5047859,m,y,y,1,292500.0,commercial_associate,higher_education,married,house_/_apartment,-12569,-3322,1,0,0,0,,3.0
178,0,5009456,f,n,n,0,202500.0,state_servant,higher_education,married,house_/_apartment,-17274,-1348,1,0,1,0,laborers,2.0
6506,0,5066675,f,n,y,2,81000.0,working,secondary_/_secondary_special,married,house_/_apartment,-16435,-9745,1,0,1,0,,4.0
5787,0,5061622,m,y,y,0,427500.0,state_servant,incomplete_higher,single_/_not_married,rented_apartment,-11943,-3150,1,0,1,0,high_skill_tech_staff,1.0
3046,0,5036987,f,n,y,1,135000.0,state_servant,secondary_/_secondary_special,married,house_/_apartment,-13604,-1497,1,0,0,0,cooking_staff,3.0
8107,0,5089845,f,n,y,1,225000.0,commercial_associate,secondary_/_secondary_special,civil_marriage,house_/_apartment,-16505,-1862,1,0,1,1,core_staff,3.0
11448,0,5116472,m,y,y,0,168750.0,working,secondary_/_secondary_special,married,house_/_apartment,-16031,-1797,1,0,0,0,laborers,2.0
13084,0,5136018,f,n,y,0,67500.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-23719,365243,1,0,1,0,,1.0
9832,0,5100413,f,n,y,1,157500.0,working,secondary_/_secondary_special,married,house_/_apartment,-15911,-3201,1,0,0,0,high_skill_tech_staff,3.0
3887,0,5045997,m,y,n,0,180000.0,commercial_associate,higher_education,single_/_not_married,house_/_apartment,-9679,-2512,1,1,1,0,sales_staff,1.0
13227,0,5137245,f,n,n,0,90000.0,working,secondary_/_secondary_special,married,house_/_apartment,-17355,-3273,1,1,1,0,secretaries,2.0
7654,0,5085726,f,n,y,0,54000.0,state_servant,secondary_/_secondary_special,married,house_/_apartment,-19598,-3303,1,0,0,0,high_skill_tech_staff,2.0
3027,0,5036926,f,y,y,0,157500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-11907,-2988,1,1,1,1,core_staff,2.0
3095,0,5037195,f,n,y,0,90000.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-22120,365243,1,0,0,0,,1.0
13576,0,5142255,f,n,n,0,171000.0,state_servant,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-19570,-1625,1,0,0,0,laborers,1.0
5597,0,5061207,m,y,y,14,225000.0,working,secondary_/_secondary_special,separated,house_/_apartment,-17754,-1689,1,0,0,0,drivers,15.0
643,0,5010872,m,y,y,1,450000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-18173,-678,1,0,1,1,core_staff,3.0
8105,0,5089843,f,n,y,1,225000.0,commercial_associate,secondary_/_secondary_special,civil_marriage,house_/_apartment,-16505,-1862,1,0,1,1,core_staff,3.0
7081,0,5068394,f,y,y,1,270000.0,working,higher_education,separated,house_/_apartment,-14052,-140,1,0,1,1,sales_staff,2.0
12521,0,5125952,m,n,y,0,135000.0,working,secondary_/_secondary_special,married,rented_apartment,-14559,-2599,1,0,0,0,laborers,2.0
7422,0,5069500,f,y,y,0,157500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-14330,-1936,1,0,0,0,sales_staff,2.0
3443,1,5041581,f,n,y,1,270000.0,working,secondary_/_secondary_special,married,house_/_apartment,-19040,-1402,1,1,1,0,managers,3.0
1965,0,5024952,f,n,n,0,112500.0,working,secondary_/_secondary_special,married,house_/_apartment,-10823,-1493,1,1,0,0,sales_staff,2.0
11248,0,5115954,f,y,y,0,180000.0,working,secondary_/_secondary_special,widow,house_/_apartment,-15494,-4304,1,0,0,0,sales_staff,1.0
10737,0,5113621,m,n,n,0,225000.0,working,secondary_/_secondary_special,widow,municipal_apartment,-19406,-346,1,0,0,0,security_staff,1.0
11014,0,5114510,m,n,n,2,180000.0,working,secondary_/_secondary_special,married,house_/_apartment,-9930,-2324,1,0,0,1,laborers,4.0
6345,0,5065521,f,n,y,0,202500.0,working,higher_education,married,house_/_apartment,-11472,-596,1,0,0,0,,2.0
2156,0,5028447,f,y,y,0,162000.0,working,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-18071,-2822,1,0,0,0,laborers,1.0
251,0,5009658,f,n,n,0,135000.0,state_servant,secondary_/_secondary_special,married,house_/_apartment,-18650,-10936,1,0,1,0,,2.0
11728,0,5117262,f,n,y,0,112500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-22361,365243,1,0,0,0,,2.0
5837,0,5061729,f,n,y,0,135000.0,pensioner,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-23929,365243,1,0,1,0,,1.0
326,0,5009857,m,y,n,0,360000.0,commercial_associate,secondary_/_secondary_special,separated,with_parents,-10276,-556,1,1,1,0,drivers,1.0
2768,0,5033785,m,n,y,0,225000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-15942,-2490,1,0,0,0,drivers,2.0
13940,0,5143248,f,n,n,2,108000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-13596,-1323,1,1,1,0,core_staff,4.0
4715,0,5052847,f,n,y,0,45000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-15724,-1389,1,1,1,0,sales_staff,2.0
881,0,5021656,m,y,y,1,270000.0,working,secondary_/_secondary_special,married,house_/_apartment,-13207,-1401,1,0,0,0,low-skill_laborers,3.0
8964,0,5094911,f,n,y,0,202500.0,working,higher_education,married,house_/_apartment,-19444,-2832,1,0,0,0,,2.0
2543,0,5029522,f,n,y,0,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-19253,-8448,1,0,0,0,,2.0
12758,0,5126643,f,y,y,0,270000.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-17486,365243,1,0,0,0,,2.0
6542,0,5066812,f,y,n,1,360000.0,working,higher_education,widow,house_/_apartment,-16480,-4023,1,0,0,1,managers,2.0
7314,0,5069138,f,n,n,0,135000.0,commercial_associate,higher_education,married,with_parents,-15360,-413,1,0,0,1,core_staff,2.0
2809,0,5033906,m,y,y,0,90000.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-18351,365243,1,0,0,0,,2.0
5824,0,5061702,f,y,y,0,135000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-17840,-1993,1,0,1,1,high_skill_tech_staff,2.0
7260,0,5069000,f,y,y,1,279000.0,working,higher_education,civil_marriage,house_/_apartment,-16187,-3731,1,1,1,0,managers,3.0
5483,0,5058430,f,y,n,1,315000.0,commercial_associate,higher_education,married,house_/_apartment,-14504,-2518,1,0,0,0,accountants,3.0
5660,0,5061349,f,y,y,0,76500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-21622,365243,1,0,0,0,,2.0
3987,0,5046282,f,n,y,0,67050.0,pensioner,higher_education,married,house_/_apartment,-24305,365243,1,0,0,0,,2.0
4132,0,5047733,f,n,y,0,202500.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-21824,365243,1,0,0,0,,1.0
3822,0,5045779,f,n,y,0,72000.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-23694,365243,1,0,0,0,,1.0
4744,0,5052925,f,n,y,0,67500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-21732,365243,1,0,0,0,,2.0
10761,0,5113676,f,n,y,0,148500.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-19276,365243,1,0,0,0,,2.0
11766,0,5117386,f,n,n,0,135000.0,commercial_associate,incomplete_higher,single_/_not_married,house_/_apartment,-17615,-339,1,0,0,0,accountants,1.0
3381,0,5041429,f,y,y,0,202500.0,state_servant,higher_education,single_/_not_married,house_/_apartment,-22101,-15038,1,0,1,0,,1.0
910,0,5021725,f,y,y,1,630000.0,working,secondary_/_secondary_special,married,house_/_apartment,-17755,-401,1,0,0,0,,3.0
443,0,5010263,m,n,y,1,562500.0,working,incomplete_higher,married,house_/_apartment,-13790,-5639,1,1,1,0,,3.0
5863,0,5061795,m,n,y,0,112500.0,commercial_associate,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-10594,-2116,1,0,0,1,security_staff,1.0
3062,0,5037061,f,n,y,0,180000.0,pensioner,higher_education,separated,house_/_apartment,-23789,365243,1,0,0,0,,1.0
11892,0,5117711,f,n,n,2,76500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-11978,-370,1,0,0,0,,4.0
6747,0,5067377,f,y,y,0,315000.0,commercial_associate,incomplete_higher,single_/_not_married,house_/_apartment,-9130,-1390,1,0,1,0,core_staff,1.0
4049,0,5046443,m,y,y,0,157500.0,state_servant,higher_education,married,house_/_apartment,-16783,-473,1,0,1,0,core_staff,2.0
13680,0,5142558,f,n,y,0,114750.0,working,secondary_/_secondary_special,widow,house_/_apartment,-20325,-4213,1,1,1,0,security_staff,1.0
4982,0,5053702,f,n,y,0,193500.0,working,secondary_/_secondary_special,married,municipal_apartment,-17880,-9858,1,0,0,0,cooking_staff,2.0
14234,0,5146263,m,y,y,1,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-10910,-1436,1,1,0,0,security_staff,3.0
10378,0,5112594,f,n,y,0,103500.0,working,secondary_/_secondary_special,married,house_/_apartment,-22466,-12870,1,1,1,0,managers,2.0
14799,0,5149864,f,n,y,2,157500.0,working,secondary_/_secondary_special,separated,house_/_apartment,-13716,-1325,1,0,0,0,laborers,3.0
12266,1,5118647,f,n,y,2,270000.0,state_servant,higher_education,single_/_not_married,house_/_apartment,-10425,-2745,1,0,0,0,core_staff,3.0
14879,0,5150209,f,n,y,0,81000.0,working,secondary_/_secondary_special,married,house_/_apartment,-15342,-5788,1,0,0,0,low-skill_laborers,2.0
11565,0,5116762,f,n,y,0,90000.0,pensioner,incomplete_higher,separated,house_/_apartment,-24129,365243,1,0,0,0,,1.0
3501,0,5041791,m,n,n,0,225000.0,working,incomplete_higher,married,house_/_apartment,-9908,-276,1,1,0,0,drivers,2.0
10663,0,5113384,f,n,n,0,90000.0,working,secondary_/_secondary_special,married,municipal_apartment,-19120,-2567,1,0,1,0,laborers,2.0
2240,0,5028704,f,n,y,0,247500.0,state_servant,higher_education,widow,house_/_apartment,-19955,-6200,1,0,0,0,,1.0
9769,0,5100219,m,n,y,0,450000.0,working,secondary_/_secondary_special,civil_marriage,house_/_apartment,-16669,-460,1,0,0,1,managers,2.0
5711,0,5061442,f,n,y,1,112500.0,working,higher_education,married,house_/_apartment,-21271,-14473,1,0,0,1,high_skill_tech_staff,3.0
4569,0,5051044,m,y,n,0,67500.0,working,secondary_/_secondary_special,married,house_/_apartment,-22407,-2174,1,0,0,0,laborers,2.0
8739,0,5091858,m,y,y,0,135000.0,working,incomplete_higher,married,house_/_apartment,-12610,-5313,1,1,0,1,laborers,2.0
7128,0,5068552,m,y,y,1,180000.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-17879,365243,1,0,0,0,,3.0
5102,0,5053984,f,y,n,0,108000.0,working,secondary_/_secondary_special,married,with_parents,-12249,-3195,1,1,0,0,,2.0
972,0,5021929,f,n,y,0,67500.0,pensioner,higher_education,married,house_/_apartment,-22212,365243,1,0,0,0,,2.0
1865,0,5024619,m,y,y,0,180000.0,pensioner,secondary_/_secondary_special,civil_marriage,house_/_apartment,-23289,365243,1,0,1,0,,2.0
10077,0,5105409,f,n,y,2,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-12760,-1518,1,0,0,0,,4.0
11482,0,5116567,f,n,y,1,180000.0,working,secondary_/_secondary_special,married,house_/_apartment,-10645,-3868,1,1,1,0,sales_staff,3.0
9408,0,5096606,f,y,n,1,225000.0,working,higher_education,civil_marriage,house_/_apartment,-13528,-980,1,1,1,0,core_staff,3.0
5544,0,5061121,f,n,y,1,324000.0,state_servant,higher_education,married,house_/_apartment,-13482,-4795,1,0,0,0,managers,3.0
3507,0,5041807,f,n,n,0,90000.0,working,secondary_/_secondary_special,married,house_/_apartment,-16372,-3900,1,0,1,0,laborers,2.0
31,0,5008957,f,y,y,0,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-17785,-1712,1,0,0,0,laborers,2.0
262,0,5009680,f,n,n,0,90000.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-21688,365243,1,0,1,0,,1.0
5293,0,5054571,f,y,y,2,135000.0,state_servant,secondary_/_secondary_special,married,house_/_apartment,-14683,-5355,1,0,0,0,sales_staff,4.0
14200,0,5146078,f,n,y,1,108000.0,working,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-12723,-1132,1,1,1,0,sales_staff,1.0
13872,0,5143051,m,n,n,0,180000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-14070,-1565,1,1,1,0,laborers,2.0
12654,0,5126347,f,n,n,0,135000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-15218,-2265,1,0,1,0,managers,2.0
7725,0,5086067,f,n,n,1,202500.0,working,higher_education,civil_marriage,house_/_apartment,-11800,-3303,1,0,0,0,accountants,3.0
14538,0,5149085,f,n,y,0,76500.0,working,secondary_/_secondary_special,married,house_/_apartment,-16347,-1812,1,0,0,0,sales_staff,2.0
3824,0,5045785,m,y,n,0,225000.0,commercial_associate,higher_education,civil_marriage,house_/_apartment,-13348,-170,1,0,0,1,managers,2.0
232,0,5009611,f,n,n,2,144000.0,working,secondary_/_secondary_special,married,house_/_apartment,-12277,-982,1,1,1,0,high_skill_tech_staff,4.0
6686,0,5067225,f,y,y,0,391500.0,working,secondary_/_secondary_special,married,house_/_apartment,-16995,-7264,1,0,0,0,core_staff,2.0
13785,0,5142840,m,n,n,0,180000.0,commercial_associate,incomplete_higher,married,house_/_apartment,-11223,-2326,1,0,0,0,,2.0
3864,0,5045921,f,n,y,0,40500.0,pensioner,lower_secondary,married,house_/_apartment,-23933,365243,1,0,0,0,,2.0
6727,0,5067309,f,n,y,0,144000.0,pensioner,secondary_/_secondary_special,married,house_/_apartment,-22491,365243,1,0,0,0,,2.0
6741,0,5067357,f,n,y,0,99000.0,state_servant,higher_education,married,municipal_apartment,-23395,-151,1,0,1,0,core_staff,2.0
10398,0,5112647,f,n,n,0,67500.0,working,secondary_/_secondary_special,married,with_parents,-16182,-2827,1,1,1,0,cooking_staff,2.0
7376,0,5069343,m,y,y,1,247500.0,working,higher_education,married,house_/_apartment,-9425,-232,1,0,0,0,sales_staff,3.0
11022,0,5114527,f,y,y,0,157500.0,working,higher_education,married,co-op_apartment,-22185,-347,1,1,0,0,accountants,2.0
14827,0,5149967,f,n,y,0,180000.0,working,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-14279,-2939,1,0,0,0,sales_staff,1.0
7640,0,5085687,f,n,y,0,135000.0,working,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-20890,-3303,1,0,0,0,laborers,1.0
13874,0,5143055,m,n,n,0,180000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-14070,-1565,1,1,1,0,laborers,2.0
3144,0,5038548,m,y,n,0,225000.0,working,secondary_/_secondary_special,married,house_/_apartment,-9479,-1143,1,0,0,0,laborers,2.0
9762,0,5100193,m,n,y,1,157500.0,working,secondary_/_secondary_special,married,house_/_apartment,-13205,-1953,1,1,1,0,laborers,3.0
4923,0,5053539,m,y,n,1,157500.0,working,secondary_/_secondary_special,separated,house_/_apartment,-14926,-1489,1,0,0,0,security_staff,2.0
6119,0,5062403,m,y,y,0,202500.0,commercial_associate,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-10629,-2969,1,0,0,1,high_skill_tech_staff,1.0
4382,0,5048528,f,y,y,1,270000.0,commercial_associate,academic_degree,married,house_/_apartment,-12155,-979,1,0,0,0,sales_staff,3.0
7900,0,5089200,m,n,n,0,135000.0,commercial_associate,higher_education,married,house_/_apartment,-13155,-2927,1,1,0,0,managers,2.0
4103,0,5047662,f,n,y,1,67500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-18880,-4114,1,0,0,0,accountants,3.0
4453,0,5050546,m,n,n,2,225000.0,working,higher_education,civil_marriage,house_/_apartment,-16768,-3088,1,1,0,0,laborers,4.0
12155,0,5118380,m,y,n,0,270000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-20776,-2745,1,1,1,0,managers,2.0
13429,0,5139812,m,n,y,0,108000.0,working,secondary_/_secondary_special,married,house_/_apartment,-15997,-7341,1,1,1,0,laborers,2.0
2101,0,5028275,f,y,n,2,360000.0,working,incomplete_higher,married,house_/_apartment,-12730,-2213,1,0,0,0,accountants,4.0
9273,0,5096074,m,n,n,1,207000.0,state_servant,higher_education,married,office_apartment,-14891,-2623,1,0,0,0,core_staff,3.0
4068,0,5046524,f,n,y,1,81000.0,working,secondary_/_secondary_special,married,house_/_apartment,-15039,-1456,1,0,0,0,core_staff,3.0
4400,1,5048560,f,n,y,0,126000.0,working,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-15927,-1039,1,0,0,0,private_service_staff,1.0
5126,1,5054063,m,n,n,1,157500.0,working,secondary_/_secondary_special,married,house_/_apartment,-16424,-1458,1,0,0,0,drivers,3.0
11105,0,5115497,m,y,y,2,225000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-16084,-1382,1,0,0,0,laborers,4.0
3560,0,5041959,f,y,n,0,112500.0,working,secondary_/_secondary_special,married,house_/_apartment,-13503,-1768,1,1,1,0,medicine_staff,2.0
3461,0,5041626,m,n,y,0,292500.0,commercial_associate,higher_education,single_/_not_married,rented_apartment,-9990,-1221,1,0,1,0,sales_staff,1.0
6317,0,5065447,f,n,y,0,135000.0,working,secondary_/_secondary_special,separated,house_/_apartment,-17287,-4826,1,1,1,0,cooking_staff,1.0
353,0,5009944,f,n,y,0,135000.0,working,incomplete_higher,single_/_not_married,house_/_apartment,-8482,-1501,1,1,0,1,,1.0
738,0,5018486,f,n,y,0,90000.0,pensioner,lower_secondary,married,house_/_apartment,-22319,365243,1,0,1,0,,2.0
9173,0,5095684,m,n,n,2,216000.0,working,secondary_/_secondary_special,married,house_/_apartment,-14740,-1040,1,0,1,0,laborers,4.0
10304,0,5106081,f,n,n,0,135000.0,commercial_associate,higher_education,married,house_/_apartment,-13128,-2044,1,0,0,0,laborers,2.0
5881,0,5061849,f,n,y,0,157500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-19654,-1751,1,0,1,0,,2.0
8276,1,5090400,f,n,n,0,36000.0,working,secondary_/_secondary_special,married,with_parents,-14500,-459,1,1,0,0,core_staff,2.0
730,0,5018452,f,n,y,1,675000.0,commercial_associate,higher_education,married,house_/_apartment,-15843,-1398,1,0,1,0,sales_staff,3.0
13783,0,5142837,m,y,n,0,225000.0,working,secondary_/_secondary_special,single_/_not_married,rented_apartment,-9488,-1810,1,0,0,1,laborers,1.0
4494,0,5050699,f,y,n,0,157500.0,commercial_associate,secondary_/_secondary_special,civil_marriage,house_/_apartment,-12309,-1962,1,0,0,0,,2.0
3612,0,5042159,f,n,n,0,180000.0,pensioner,higher_education,married,house_/_apartment,-19038,365243,1,0,1,0,,2.0
9966,0,5105114,m,y,n,1,135000.0,working,secondary_/_secondary_special,married,house_/_apartment,-10583,-1184,1,1,0,0,laborers,3.0
1641,0,5024028,f,n,y,2,112500.0,working,secondary_/_secondary_special,married,with_parents,-14612,-397,1,0,0,0,core_staff,4.0
14135,0,5145869,f,n,y,0,225000.0,pensioner,secondary_/_secondary_special,separated,house_/_apartment,-20978,365243,1,0,1,0,,1.0
11190,0,5115761,m,y,y,0,270000.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-14401,-3389,1,0,0,1,laborers,2.0
12107,0,5118287,f,n,n,0,360000.0,working,higher_education,married,house_/_apartment,-17095,-6275,1,0,1,0,core_staff,2.0
3922,0,5046089,f,n,y,0,157500.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-23596,365243,1,0,0,0,,1.0
4089,0,5046558,f,y,y,0,256500.0,commercial_associate,higher_education,civil_marriage,house_/_apartment,-14131,-2674,1,0,1,0,accountants,2.0
5897,0,5061890,f,n,y,0,292500.0,commercial_associate,higher_education,married,house_/_apartment,-18942,-4854,1,1,0,0,sales_staff,2.0
4477,0,5050654,f,n,n,0,112500.0,working,secondary_/_secondary_special,married,house_/_apartment,-14667,-1048,1,1,1,0,accountants,2.0
4774,0,5053047,f,n,y,0,148500.0,working,secondary_/_secondary_special,married,house_/_apartment,-12279,-1844,1,1,0,0,laborers,2.0
588,0,5010746,m,y,y,0,157500.0,working,secondary_/_secondary_special,married,house_/_apartment,-22014,-10236,1,1,1,0,core_staff,2.0
1418,0,5023369,m,y,y,0,135000.0,commercial_associate,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-9075,-843,1,0,0,0,drivers,1.0
12578,0,5126150,f,n,n,0,67500.0,pensioner,lower_secondary,married,house_/_apartment,-22813,365243,1,0,1,0,,2.0
9941,0,5105045,m,n,y,0,225000.0,pensioner,secondary_/_secondary_special,widow,house_/_apartment,-22939,365243,1,0,0,0,,1.0
8498,0,5091132,f,n,y,0,166500.0,pensioner,higher_education,married,house_/_apartment,-22559,365243,1,0,0,0,,2.0
11075,0,5115428,f,y,y,2,202500.0,commercial_associate,secondary_/_secondary_special,married,house_/_apartment,-12642,-3298,1,0,0,0,high_skill_tech_staff,4.0
10713,0,5113565,f,n,y,0,171000.0,working,secondary_/_secondary_special,married,house_/_apartment,-15111,-2019,1,1,1,0,sales_staff,2.0
11765,0,5117385,f,n,n,0,135000.0,commercial_associate,incomplete_higher,single_/_not_married,house_/_apartment,-17615,-339,1,0,0,0,accountants,1.0
13282,0,5137388,m,n,n,1,180000.0,commercial_associate,lower_secondary,married,house_/_apartment,-10940,-2483,1,1,0,0,laborers,3.0
9742,0,5100128,f,n,y,2,112500.0,working,secondary_/_secondary_special,married,house_/_apartment,-12022,-2317,1,0,0,0,laborers,4.0
7021,0,5068141,f,n,y,0,157500.0,pensioner,secondary_/_secondary_special,single_/_not_married,house_/_apartment,-20441,365243,1,0,0,0,,1.0
